date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
16:16:33	365/365	---M--	200	added ('OK')	image/png	date:Wed,%2017%20Apr%202019%2022:28:00%20GMT	http://assets.squarespace.com/universal/images-v6/icons/icon-video-24-light-solid.png	C:/Users/Rowan/Documents/MyWebFiles/Empty_Faces/assets.squarespace.com/universal/images-v6/icons/icon-video-24-light-solid.png	(from https://static1.squarespace.com/static/sitecss/59fac3b364b05ffdd0f5c696/100/5af0e6d9352f5332c5093ddc/5af0e6d9352f5332c5093dde/0/site.css)
16:16:33	0/0	---M--	302	error ('Found')	text/html	date:Sat,%2031%20May%202025%2023:16:32%20GMT	https://static1.squarespace.com/universal/images-v6/damask/image-inside-64-dark.png	C:/Users/Rowan/Documents/MyWebFiles/Empty_Faces/static1.squarespace.com/universal/images-v6/damask/image-inside-64-dark.3f.delayed	(from https://static1.squarespace.com/static/sitecss/59fac3b364b05ffdd0f5c696/100/5af0e6d9352f5332c5093ddc/5af0e6d9352f5332c5093dde/0/site.css)
16:16:33	1314/1314	---M--	200	added ('OK')	image/png	date:Wed,%2017%20Apr%202019%2022:28:04%20GMT	https://assets.squarespace.com/universal/images-v6/damask/image-inside-64-dark.png	C:/Users/Rowan/Documents/MyWebFiles/Empty_Faces/assets.squarespace.com/universal/images-v6/damask/image-inside-64-dark.png	(from https://static1.squarespace.com/static/sitecss/59fac3b364b05ffdd0f5c696/100/5af0e6d9352f5332c5093ddc/5af0e6d9352f5332c5093dde/0/site.css)
16:16:33	0/0	---M--	302	error ('Found')	text/html	date:Sat,%2031%20May%202025%2023:16:33%20GMT	https://static1.squarespace.com/universal/images-v6/damask/image-inside-128-dark.png	C:/Users/Rowan/Documents/MyWebFiles/Empty_Faces/static1.squarespace.com/universal/images-v6/damask/image-inside-128-dark.png	(from https://static1.squarespace.com/static/sitecss/59fac3b364b05ffdd0f5c696/100/5af0e6d9352f5332c5093ddc/5af0e6d9352f5332c5093dde/0/site.css)
16:16:34	2831/2831	---M--	200	added ('OK')	image/png	date:Wed,%2017%20Apr%202019%2022:28:07%20GMT	https://assets.squarespace.com/universal/images-v6/damask/image-inside-128-dark.png	C:/Users/Rowan/Documents/MyWebFiles/Empty_Faces/assets.squarespace.com/universal/images-v6/damask/image-inside-128-dark.png	(from https://static1.squarespace.com/static/sitecss/59fac3b364b05ffdd0f5c696/100/5af0e6d9352f5332c5093ddc/5af0e6d9352f5332c5093dde/0/site.css)
16:16:34	176/176	---M--	200	added ('OK')	image/png	date:Wed,%2017%20Apr%202019%2022:27:58%20GMT	http://assets.squarespace.com/universal/images-v6/standard/icon_close_7_light.png	C:/Users/Rowan/Documents/MyWebFiles/Empty_Faces/assets.squarespace.com/universal/images-v6/standard/icon_close_7_light.png	(from https://static1.squarespace.com/static/sitecss/59fac3b364b05ffdd0f5c696/100/5af0e6d9352f5332c5093ddc/5af0e6d9352f5332c5093dde/0/site.css)
16:16:34	3058/3058	---M--	200	added ('OK')	image/png	date:Wed,%2017%20Apr%202019%2022:27:59%20GMT	http://assets.squarespace.com/universal/images-v6/icons/icon-settings-16-light.png	C:/Users/Rowan/Documents/MyWebFiles/Empty_Faces/assets.squarespace.com/universal/images-v6/icons/icon-settings-16-light.png	(from https://static1.squarespace.com/static/sitecss/59fac3b364b05ffdd0f5c696/100/5af0e6d9352f5332c5093ddc/5af0e6d9352f5332c5093dde/0/site.css)
16:16:35	761/761	---M--	200	added ('OK')	application/rss+xml	etag:W/%226d40835d80789d656adfc2d82e99f9da%22	https://members.emptyfaces.com/getting-started?format=rss	C:/Users/Rowan/Documents/MyWebFiles/Empty_Faces/members.emptyfaces.com/getting-starteda409	(from https://members.emptyfaces.com/getting-started)
16:16:35	2064/2064	---M--	400	error ('Bad%20Request')	text/html	date:Sat,%2031%20May%202025%2023:16:35%20UTC	https://members.emptyfaces.com/%22//www.youtube.com/embed/3VjXXnt8zyI?wmode=opaque&amp;enablejsapi=1\%22	C:/Users/Rowan/Documents/MyWebFiles/Empty_Faces/members.emptyfaces.com/_/www.youtube.com/embed/3VjXXnt8zyI.469ae1.delayed	(from https://members.emptyfaces.com/getting-started)
16:16:36	41125/41125	---M-Z	404	error ('Not%20Found')	text/html	etag:W/%22fe38d820ddc9abd7e33e09358ac14ead%22	https://members.emptyfaces.com/%22//www.youtube.com/embed/3VjXXnt8zyI?wmode=opaque&enablejsapi=1%22	C:/Users/Rowan/Documents/MyWebFiles/Empty_Faces/members.emptyfaces.com/_/www.youtube.com/embed/3VjXXnt8zyI.478344.delayed	(from https://members.emptyfaces.com/getting-started)
16:16:37	46788/46788	---M-Z	200	added ('OK')	text/html	etag:W/%22c4ebc0c6f8f1609e59a03d2f90d78f77--gzip%22	https://members.emptyfaces.com/coopers-rock-curiosities-recap	C:/Users/Rowan/Documents/MyWebFiles/Empty_Faces/members.emptyfaces.com/coopers-rock-curiosities-recap.html	(from https://members.emptyfaces.com/recaps)
16:16:37	51941/51941	---M--	200	added ('OK')	image/jpeg	etag:CMnd26CNuesCEAE=	https://images.squarespace-cdn.com/content/v1/59fac3b364b05ffdd0f5c696/1544727557105-BI8CV8YS14XFM4XWD4SI/Image+from+iOS+(8).jpg	C:/Users/Rowan/Documents/MyWebFiles/Empty_Faces/images.squarespace-cdn.com/content/v1/59fac3b364b05ffdd0f5c696/1544727557105-BI8CV8YS14XFM4XWD4SI/Image+from+iOS+(8).jpg	(from https://members.emptyfaces.com/recaps)
16:16:38	313592/313592	---M-Z	401	error ('Unauthorized')	text/html	etag:W/%22337e6355709cccba2f21c4aca5cbf15a%22	https://members.emptyfaces.com/the-mine-episode-1-recap	C:/Users/Rowan/Documents/MyWebFiles/Empty_Faces/members.emptyfaces.com/the-mine-episode-1-recap.4a.delayed	(from https://members.emptyfaces.com/recaps)
16:16:38	202713/202713	---M--	200	added ('OK')	image/png	etag:CPCN4Z2NuesCEAE=	https://images.squarespace-cdn.com/content/v1/59fac3b364b05ffdd0f5c696/1542145521426-KN75AK7C4OOQF80MCU8Q/EFS3_RecapImg_ep1.png	C:/Users/Rowan/Documents/MyWebFiles/Empty_Faces/images.squarespace-cdn.com/content/v1/59fac3b364b05ffdd0f5c696/1542145521426-KN75AK7C4OOQF80MCU8Q/EFS3_RecapImg_ep1.png	(from https://members.emptyfaces.com/recaps)
16:16:39	313592/313592	---M-Z	401	error ('Unauthorized')	text/html	etag:W/%229491f49bed5b58d327ff02e4c362bac8%22	https://members.emptyfaces.com/the-mine-episode-2-recap	C:/Users/Rowan/Documents/MyWebFiles/Empty_Faces/members.emptyfaces.com/the-mine-episode-2-recap.4c.delayed	(from https://members.emptyfaces.com/recaps)
16:16:39	202949/202949	---M--	200	added ('OK')	image/png	etag:CMaIt6KNuesCEAE=	https://images.squarespace-cdn.com/content/v1/59fac3b364b05ffdd0f5c696/1543974630102-TY0SYQ9KFF6KMSR4OOH0/EFS3_RecapImg_ep2.png	C:/Users/Rowan/Documents/MyWebFiles/Empty_Faces/images.squarespace-cdn.com/content/v1/59fac3b364b05ffdd0f5c696/1543974630102-TY0SYQ9KFF6KMSR4OOH0/EFS3_RecapImg_ep2.png	(from https://members.emptyfaces.com/recaps)
16:16:40	313592/313592	---M-Z	401	error ('Unauthorized')	text/html	etag:W/%22452d270d39f32b78a651d12c49b2b464%22	https://members.emptyfaces.com/the-mine-episode-3-recap	C:/Users/Rowan/Documents/MyWebFiles/Empty_Faces/members.emptyfaces.com/the-mine-episode-3-recap.4e.delayed	(from https://members.emptyfaces.com/recaps)
16:16:40	203069/203069	---M--	200	added ('OK')	image/png	etag:CL6yuvOIuOsCEAE=	https://images.squarespace-cdn.com/content/v1/59fac3b364b05ffdd0f5c696/1547756241899-SO9M3CJ5IC2AJZETL2HQ/EFS3_RecapImg_ep3.png	C:/Users/Rowan/Documents/MyWebFiles/Empty_Faces/images.squarespace-cdn.com/content/v1/59fac3b364b05ffdd0f5c696/1547756241899-SO9M3CJ5IC2AJZETL2HQ/EFS3_RecapImg_ep3.png	(from https://members.emptyfaces.com/recaps)
16:16:40	313592/313592	---M-Z	401	error ('Unauthorized')	text/html	etag:W/%22d3432e381794cfab38e9fc2d04013881%22	https://members.emptyfaces.com/the-mine-episode-4-recap	C:/Users/Rowan/Documents/MyWebFiles/Empty_Faces/members.emptyfaces.com/the-mine-episode-4-recap.50.delayed	(from https://members.emptyfaces.com/recaps)
16:16:41	310365/310365	---M--	200	added ('OK')	image/png	etag:CN+swKeyuOsCEAE=	https://images.squarespace-cdn.com/content/v1/59fac3b364b05ffdd0f5c696/1549998080732-IHRD1NNME3EG77CX9QV9/Screen+Shot+2019-02-12+at+2.00.59+PM.png	C:/Users/Rowan/Documents/MyWebFiles/Empty_Faces/images.squarespace-cdn.com/content/v1/59fac3b364b05ffdd0f5c696/1549998080732-IHRD1NNME3EG77CX9QV9/Screen+Shot+2019-02-12+at+2.00.59+PM.png	(from https://members.emptyfaces.com/recaps)
16:16:41	313592/313592	---M-Z	401	error ('Unauthorized')	text/html	etag:W/%22934fb2e80eee461c15e7e41c62e9f8a1%22	https://members.emptyfaces.com/the-mine-episode-5-recap	C:/Users/Rowan/Documents/MyWebFiles/Empty_Faces/members.emptyfaces.com/the-mine-episode-5-recap.52.delayed	(from https://members.emptyfaces.com/recaps)
16:16:41	299534/299534	---M--	200	added ('OK')	image/png	etag:CKKhuZiNuesCEAE=	https://images.squarespace-cdn.com/content/v1/59fac3b364b05ffdd0f5c696/1552506556636-4S0GKAW8LGVCQHTK14NI/Screen+Shot+2019-03-13+at+3.49.10+PM.png	C:/Users/Rowan/Documents/MyWebFiles/Empty_Faces/images.squarespace-cdn.com/content/v1/59fac3b364b05ffdd0f5c696/1552506556636-4S0GKAW8LGVCQHTK14NI/Screen+Shot+2019-03-13+at+3.49.10+PM.png	(from https://members.emptyfaces.com/recaps)
16:16:42	249551/249551	---M--	200	added ('OK')	image/jpeg	etag:CL/98peNuesCEAE=	https://images.squarespace-cdn.com/content/v1/59fac3b364b05ffdd0f5c696/1529084910944-WQHSTGLG76BYBMYJEQ3L/EF2_Recap_1.jpg	C:/Users/Rowan/Documents/MyWebFiles/Empty_Faces/images.squarespace-cdn.com/content/v1/59fac3b364b05ffdd0f5c696/1529084910944-WQHSTGLG76BYBMYJEQ3L/EF2_Recap_1.jpg	(from https://members.emptyfaces.com/recaps)
16:16:42	250356/250356	---M--	200	added ('OK')	image/jpeg	etag:CNLo3ZuNuesCEAE=	https://images.squarespace-cdn.com/content/v1/59fac3b364b05ffdd0f5c696/1529084910956-QMN6WFQZ867VPALT4710/EF2_Recap_2.jpg	C:/Users/Rowan/Documents/MyWebFiles/Empty_Faces/images.squarespace-cdn.com/content/v1/59fac3b364b05ffdd0f5c696/1529084910956-QMN6WFQZ867VPALT4710/EF2_Recap_2.jpg	(from https://members.emptyfaces.com/recaps)
16:16:42	247282/247282	---M--	200	added ('OK')	image/jpeg	etag:CNyW65eNuesCEAE=	https://images.squarespace-cdn.com/content/v1/59fac3b364b05ffdd0f5c696/1529084911692-WTGO2D4SVWX5R0USTL79/EF2_Recap_3.jpg	C:/Users/Rowan/Documents/MyWebFiles/Empty_Faces/images.squarespace-cdn.com/content/v1/59fac3b364b05ffdd0f5c696/1529084911692-WTGO2D4SVWX5R0USTL79/EF2_Recap_3.jpg	(from https://members.emptyfaces.com/recaps)
16:16:43	313600/313600	---M-Z	401	error ('Unauthorized')	text/html	etag:W/%229bd9edb8a7a00e6e108e33771fcfd0b9%22	https://members.emptyfaces.com/the-mountain-episode-4-recap	C:/Users/Rowan/Documents/MyWebFiles/Empty_Faces/members.emptyfaces.com/the-mountain-episode-4-recap.57.delayed	(from https://members.emptyfaces.com/recaps)
16:16:43	246687/246687	---M--	200	added ('OK')	image/jpeg	etag:CIWQ6ZGzuOsCEAE=	https://images.squarespace-cdn.com/content/v1/59fac3b364b05ffdd0f5c696/1529084911808-1SB7437KNTYLUKA96TCV/EF2_Recap_4.jpg	C:/Users/Rowan/Documents/MyWebFiles/Empty_Faces/images.squarespace-cdn.com/content/v1/59fac3b364b05ffdd0f5c696/1529084911808-1SB7437KNTYLUKA96TCV/EF2_Recap_4.jpg	(from https://members.emptyfaces.com/recaps)
16:16:44	313600/313600	---M-Z	401	error ('Unauthorized')	text/html	etag:W/%22b2fcccfb13fa028c80539cd5601b1d96%22	https://members.emptyfaces.com/the-mountain-episode-5-recap	C:/Users/Rowan/Documents/MyWebFiles/Empty_Faces/members.emptyfaces.com/the-mountain-episode-5-recap.59.delayed	(from https://members.emptyfaces.com/recaps)
16:16:44	247162/247162	---M--	200	added ('OK')	image/jpeg	etag:COGliJmNuesCEAE=	https://images.squarespace-cdn.com/content/v1/59fac3b364b05ffdd0f5c696/1529084912375-DXRJIHKIMJC61QI0462C/EF2_Recap_5.jpg	C:/Users/Rowan/Documents/MyWebFiles/Empty_Faces/images.squarespace-cdn.com/content/v1/59fac3b364b05ffdd0f5c696/1529084912375-DXRJIHKIMJC61QI0462C/EF2_Recap_5.jpg	(from https://members.emptyfaces.com/recaps)
16:16:45	313594/313594	---M-Z	401	error ('Unauthorized')	text/html	etag:W/%22eab54f727fe3e7676f89b7d6d741d277%22	https://members.emptyfaces.com/the-woods-episode-1-recap	C:/Users/Rowan/Documents/MyWebFiles/Empty_Faces/members.emptyfaces.com/the-woods-episode-1-recap.5b.delayed	(from https://members.emptyfaces.com/recaps)
16:16:45	258655/258655	---M--	200	added ('OK')	image/jpeg	etag:CPOsvJSzuOsCEAE=	https://images.squarespace-cdn.com/content/v1/59fac3b364b05ffdd0f5c696/1516898907136-YIGYZP54BYB0UO9R30F1/EF_Recap_1.jpg	C:/Users/Rowan/Documents/MyWebFiles/Empty_Faces/images.squarespace-cdn.com/content/v1/59fac3b364b05ffdd0f5c696/1516898907136-YIGYZP54BYB0UO9R30F1/EF_Recap_1.jpg	(from https://members.emptyfaces.com/recaps)
16:16:45	313594/313594	---M-Z	401	error ('Unauthorized')	text/html	etag:W/%223f83420325e736ccf9e22e5132bb7d43%22	https://members.emptyfaces.com/the-woods-episode-2-recap	C:/Users/Rowan/Documents/MyWebFiles/Empty_Faces/members.emptyfaces.com/the-woods-episode-2-recap.5d.delayed	(from https://members.emptyfaces.com/recaps)
16:16:46	255484/255484	---M--	200	added ('OK')	image/jpeg	etag:CO7/zqeyuOsCEAE=	https://images.squarespace-cdn.com/content/v1/59fac3b364b05ffdd0f5c696/1516898922288-09S12GJKABA3UTBU5CGT/EF_Recap_2.jpg	C:/Users/Rowan/Documents/MyWebFiles/Empty_Faces/images.squarespace-cdn.com/content/v1/59fac3b364b05ffdd0f5c696/1516898922288-09S12GJKABA3UTBU5CGT/EF_Recap_2.jpg	(from https://members.emptyfaces.com/recaps)
16:16:46	313594/313594	---M-Z	401	error ('Unauthorized')	text/html	etag:W/%22c7e7367263e5d1a2a58abad3f040eb38%22	https://members.emptyfaces.com/the-woods-episode-3-recap	C:/Users/Rowan/Documents/MyWebFiles/Empty_Faces/members.emptyfaces.com/the-woods-episode-3-recap.5f.delayed	(from https://members.emptyfaces.com/recaps)
16:16:47	256757/256757	---M--	200	added ('OK')	image/jpeg	etag:CNPAt5KzuOsCEAE=	https://images.squarespace-cdn.com/content/v1/59fac3b364b05ffdd0f5c696/1516898991425-30QO2OCBKWIX765HA5RS/EF_Recap_3.jpg	C:/Users/Rowan/Documents/MyWebFiles/Empty_Faces/images.squarespace-cdn.com/content/v1/59fac3b364b05ffdd0f5c696/1516898991425-30QO2OCBKWIX765HA5RS/EF_Recap_3.jpg	(from https://members.emptyfaces.com/recaps)
16:16:47	313594/313594	---M-Z	401	error ('Unauthorized')	text/html	etag:W/%22985aa46ee775535922827bfcb2c5680a%22	https://members.emptyfaces.com/the-woods-episode-4-recap	C:/Users/Rowan/Documents/MyWebFiles/Empty_Faces/members.emptyfaces.com/the-woods-episode-4-recap.61.delayed	(from https://members.emptyfaces.com/recaps)
16:16:47	259149/259149	---M--	200	added ('OK')	image/jpeg	etag:CLDmw5iNuesCEAE=	https://images.squarespace-cdn.com/content/v1/59fac3b364b05ffdd0f5c696/1516899004874-WBRYAQ3OFZNGS07MCPZF/EF_Recap_4.jpg	C:/Users/Rowan/Documents/MyWebFiles/Empty_Faces/images.squarespace-cdn.com/content/v1/59fac3b364b05ffdd0f5c696/1516899004874-WBRYAQ3OFZNGS07MCPZF/EF_Recap_4.jpg	(from https://members.emptyfaces.com/recaps)
16:16:48	313594/313594	---M-Z	401	error ('Unauthorized')	text/html	etag:W/%2234b0327ddcee9b6581fb2687ba307972%22	https://members.emptyfaces.com/the-woods-episode-5-recap	C:/Users/Rowan/Documents/MyWebFiles/Empty_Faces/members.emptyfaces.com/the-woods-episode-5-recap.63.delayed	(from https://members.emptyfaces.com/recaps)
16:16:48	259770/259770	---M--	200	added ('OK')	image/jpeg	etag:CLbemJyNuesCEAE=	https://images.squarespace-cdn.com/content/v1/59fac3b364b05ffdd0f5c696/1516899126285-K21566X6PT840JHEW9PD/EF_Recap_5.jpg	C:/Users/Rowan/Documents/MyWebFiles/Empty_Faces/images.squarespace-cdn.com/content/v1/59fac3b364b05ffdd0f5c696/1516899126285-K21566X6PT840JHEW9PD/EF_Recap_5.jpg	(from https://members.emptyfaces.com/recaps)
16:16:49	313560/313560	---M-Z	401	error ('Unauthorized')	text/html	etag:W/%22f3c78eede3cd6ef8edf60aa8c55298a6%22	https://members.emptyfaces.com/demo-box	C:/Users/Rowan/Documents/MyWebFiles/Empty_Faces/members.emptyfaces.com/demo-box.65.delayed	(from https://members.emptyfaces.com/recaps)
16:16:49	96263/96263	---M--	200	added ('OK')	image/jpeg	etag:CO+cwpKzuOsCEAE=	https://images.squarespace-cdn.com/content/v1/59fac3b364b05ffdd0f5c696/1535132713384-G6YBPB9Y6734MY2HTHED/EF_Recap_1.jpg	C:/Users/Rowan/Documents/MyWebFiles/Empty_Faces/images.squarespace-cdn.com/content/v1/59fac3b364b05ffdd0f5c696/1535132713384-G6YBPB9Y6734MY2HTHED/EF_Recap_1.jpg	(from https://members.emptyfaces.com/recaps)
16:16:50	715102/715102	---M--	200	added ('OK')	image/png	etag:CIng3JqNuesCEAE=	https://images.squarespace-cdn.com/content/v1/59fac3b364b05ffdd0f5c696/1516720192418-9U7VJWP0RVYAN3OJ169N/Screen+Shot+2018-01-22+at+10.43.26+AM.png	C:/Users/Rowan/Documents/MyWebFiles/Empty_Faces/images.squarespace-cdn.com/content/v1/59fac3b364b05ffdd0f5c696/1516720192418-9U7VJWP0RVYAN3OJ169N/Screen+Shot+2018-01-22+at+10.43.26+AM.png	(from https://members.emptyfaces.com/facebook-group)
16:16:50	21120/21120	---M--	200	added ('OK')	image/png	etag:CIqZrZmNuesCEAE=	https://images.squarespace-cdn.com/content/v1/59fac3b364b05ffdd0f5c696/1528733828623-KJV6UMQHNZ198O53EWYQ/theringer.png	C:/Users/Rowan/Documents/MyWebFiles/Empty_Faces/images.squarespace-cdn.com/content/v1/59fac3b364b05ffdd0f5c696/1528733828623-KJV6UMQHNZ198O53EWYQ/theringer.png	(from https://members.emptyfaces.com/press)
16:16:51	20158/20158	---M--	200	added ('OK')	image/jpeg	etag:CPCt/vKIuOsCEAE=	https://images.squarespace-cdn.com/content/v1/59fac3b364b05ffdd0f5c696/1528734368861-UOBR0V56D3691PL30ZOT/bro_thumb_indiewire.jpg	C:/Users/Rowan/Documents/MyWebFiles/Empty_Faces/images.squarespace-cdn.com/content/v1/59fac3b364b05ffdd0f5c696/1528734368861-UOBR0V56D3691PL30ZOT/bro_thumb_indiewire.jpg	(from https://members.emptyfaces.com/press)
16:16:51	25479/25479	---M--	200	added ('OK')	image/png	etag:CJmY+5eNuesCEAE=	https://images.squarespace-cdn.com/content/v1/59fac3b364b05ffdd0f5c696/1528734538115-YR9LU1UD2B4O6K5JWKU0/RightThisMinute-broadcast-logo-3D-2015-large.png	C:/Users/Rowan/Documents/MyWebFiles/Empty_Faces/images.squarespace-cdn.com/content/v1/59fac3b364b05ffdd0f5c696/1528734538115-YR9LU1UD2B4O6K5JWKU0/RightThisMinute-broadcast-logo-3D-2015-large.png	(from https://members.emptyfaces.com/press)
16:16:51	5256/5256	---M--	200	added ('OK')	image/png	etag:CI6SxJKzuOsCEAE=	https://images.squarespace-cdn.com/content/v1/59fac3b364b05ffdd0f5c696/1528734684207-NVXF2P4RV1XYQT1IT5FO/dailymail.png	C:/Users/Rowan/Documents/MyWebFiles/Empty_Faces/images.squarespace-cdn.com/content/v1/59fac3b364b05ffdd0f5c696/1528734684207-NVXF2P4RV1XYQT1IT5FO/dailymail.png	(from https://members.emptyfaces.com/press)
16:16:51	80049/80049	---M--	200	added ('OK')	image/jpeg	etag:CP66qaKNuesCEAE=	https://images.squarespace-cdn.com/content/v1/59fac3b364b05ffdd0f5c696/1528734802999-4HAV5RHK15IKVNU14655/PSBJ_Logo-1.jpg	C:/Users/Rowan/Documents/MyWebFiles/Empty_Faces/images.squarespace-cdn.com/content/v1/59fac3b364b05ffdd0f5c696/1528734802999-4HAV5RHK15IKVNU14655/PSBJ_Logo-1.jpg	(from https://members.emptyfaces.com/press)
16:16:54	32021/32021	---M-Z	200	added ('OK')	text/css	etag:W/%2228feccc0-7d15%22	http://code.jquery.com/ui/1.10.4/themes/smoothness/jquery-ui.css	C:/Users/Rowan/Documents/MyWebFiles/Empty_Faces/code.jquery.com/ui/1.10.4/themes/smoothness/jquery-ui.css	(from https://members.emptyfaces.com/coopers-rock-curiosities-recap)
16:17:02	0/0	---M--	302	error ('Found')	text/html	etag:W/%22fc6101fa430bea4d838101c4e30c672a%22	https://members.emptyfaces.com/s/Grace_Language_Key.pdf	C:/Users/Rowan/Documents/MyWebFiles/Empty_Faces/members.emptyfaces.com/s/Grace_Language_Key.71.delayed	(from https://members.emptyfaces.com/coopers-rock-curiosities-recap)
16:17:04	273199/273199	---M-Z	200	added ('OK')	application/javascript	etag:W/%2228feccc0-42b2f%22	http://code.jquery.com/jquery-1.10.2.js	C:/Users/Rowan/Documents/MyWebFiles/Empty_Faces/code.jquery.com/jquery-1.10.2.js	(from https://members.emptyfaces.com/coopers-rock-curiosities-recap)
16:17:06	436715/436715	---M-Z	200	added ('OK')	application/javascript	etag:W/%2228feccc0-6a9eb%22	http://code.jquery.com/ui/1.10.4/jquery-ui.js	C:/Users/Rowan/Documents/MyWebFiles/Empty_Faces/code.jquery.com/ui/1.10.4/jquery-ui.js	(from https://members.emptyfaces.com/coopers-rock-curiosities-recap)
16:17:06	247395/247395	---M--	200	added ('OK')	image/png	etag:CMqriaGNuesCEAE=	https://images.squarespace-cdn.com/content/v1/59fac3b364b05ffdd0f5c696/1528734895183-48O5A1M24GBGRF59BX4G/Screen+Shot+2018-06-11+at+12.34.35+PM.png	C:/Users/Rowan/Documents/MyWebFiles/Empty_Faces/images.squarespace-cdn.com/content/v1/59fac3b364b05ffdd0f5c696/1528734895183-48O5A1M24GBGRF59BX4G/Screen+Shot+2018-06-11+at+12.34.35+PM.png	(from https://members.emptyfaces.com/press)
16:17:08	1738/1738	---M--	200	added ('OK')	image/gif	etag:%2228feccc0-6ca%22	http://code.jquery.com/ui/1.10.4/themes/smoothness/images/animated-overlay.gif	C:/Users/Rowan/Documents/MyWebFiles/Empty_Faces/code.jquery.com/ui/1.10.4/themes/smoothness/images/animated-overlay.gif	(from http://code.jquery.com/ui/1.10.4/themes/smoothness/jquery-ui.css)
16:17:08	260/260	---M--	200	added ('OK')	image/png	etag:%2228feccc0-104%22	http://code.jquery.com/ui/1.10.4/themes/smoothness/images/ui-bg_flat_75_ffffff_40x100.png	C:/Users/Rowan/Documents/MyWebFiles/Empty_Faces/code.jquery.com/ui/1.10.4/themes/smoothness/images/ui-bg_flat_75_ffffff_40x100.png	(from http://code.jquery.com/ui/1.10.4/themes/smoothness/jquery-ui.css)
16:17:08	332/332	---M--	200	added ('OK')	image/png	etag:%2228feccc0-14c%22	http://code.jquery.com/ui/1.10.4/themes/smoothness/images/ui-bg_highlight-soft_75_cccccc_1x100.png	C:/Users/Rowan/Documents/MyWebFiles/Empty_Faces/code.jquery.com/ui/1.10.4/themes/smoothness/images/ui-bg_highlight-soft_75_cccccc_1x100.png	(from http://code.jquery.com/ui/1.10.4/themes/smoothness/jquery-ui.css)
16:17:08	314/314	---M--	200	added ('OK')	image/png	etag:%2228feccc0-13a%22	http://code.jquery.com/ui/1.10.4/themes/smoothness/images/ui-bg_glass_75_e6e6e6_1x400.png	C:/Users/Rowan/Documents/MyWebFiles/Empty_Faces/code.jquery.com/ui/1.10.4/themes/smoothness/images/ui-bg_glass_75_e6e6e6_1x400.png	(from http://code.jquery.com/ui/1.10.4/themes/smoothness/jquery-ui.css)
16:17:09	314/314	---M--	200	added ('OK')	image/png	etag:%2228feccc0-13a%22	http://code.jquery.com/ui/1.10.4/themes/smoothness/images/ui-bg_glass_75_dadada_1x400.png	C:/Users/Rowan/Documents/MyWebFiles/Empty_Faces/code.jquery.com/ui/1.10.4/themes/smoothness/images/ui-bg_glass_75_dadada_1x400.png	(from http://code.jquery.com/ui/1.10.4/themes/smoothness/jquery-ui.css)
16:17:09	259/259	---M--	200	added ('OK')	image/png	etag:%2228feccc0-103%22	http://code.jquery.com/ui/1.10.4/themes/smoothness/images/ui-bg_glass_65_ffffff_1x400.png	C:/Users/Rowan/Documents/MyWebFiles/Empty_Faces/code.jquery.com/ui/1.10.4/themes/smoothness/images/ui-bg_glass_65_ffffff_1x400.png	(from http://code.jquery.com/ui/1.10.4/themes/smoothness/jquery-ui.css)
16:17:09	387/387	---M--	200	added ('OK')	image/png	etag:%2228feccc0-183%22	http://code.jquery.com/ui/1.10.4/themes/smoothness/images/ui-bg_glass_55_fbf9ee_1x400.png	C:/Users/Rowan/Documents/MyWebFiles/Empty_Faces/code.jquery.com/ui/1.10.4/themes/smoothness/images/ui-bg_glass_55_fbf9ee_1x400.png	(from http://code.jquery.com/ui/1.10.4/themes/smoothness/jquery-ui.css)
16:17:09	384/384	---M--	200	added ('OK')	image/png	etag:%2228feccc0-180%22	http://code.jquery.com/ui/1.10.4/themes/smoothness/images/ui-bg_glass_95_fef1ec_1x400.png	C:/Users/Rowan/Documents/MyWebFiles/Empty_Faces/code.jquery.com/ui/1.10.4/themes/smoothness/images/ui-bg_glass_95_fef1ec_1x400.png	(from http://code.jquery.com/ui/1.10.4/themes/smoothness/jquery-ui.css)
16:17:09	6837/6837	---M--	200	added ('OK')	image/png	etag:%2228feccc0-1ab5%22	http://code.jquery.com/ui/1.10.4/themes/smoothness/images/ui-icons_222222_256x240.png	C:/Users/Rowan/Documents/MyWebFiles/Empty_Faces/code.jquery.com/ui/1.10.4/themes/smoothness/images/ui-icons_222222_256x240.png	(from http://code.jquery.com/ui/1.10.4/themes/smoothness/jquery-ui.css)
16:17:10	7044/7044	---M--	200	added ('OK')	image/png	etag:%2228feccc0-1b84%22	http://code.jquery.com/ui/1.10.4/themes/smoothness/images/ui-icons_888888_256x240.png	C:/Users/Rowan/Documents/MyWebFiles/Empty_Faces/code.jquery.com/ui/1.10.4/themes/smoothness/images/ui-icons_888888_256x240.png	(from http://code.jquery.com/ui/1.10.4/themes/smoothness/jquery-ui.css)
16:17:10	6973/6973	---M--	200	added ('OK')	image/png	etag:%2228feccc0-1b3d%22	http://code.jquery.com/ui/1.10.4/themes/smoothness/images/ui-icons_454545_256x240.png	C:/Users/Rowan/Documents/MyWebFiles/Empty_Faces/code.jquery.com/ui/1.10.4/themes/smoothness/images/ui-icons_454545_256x240.png	(from http://code.jquery.com/ui/1.10.4/themes/smoothness/jquery-ui.css)
